TaxID;output/DNA_220525_20-22hmix_centri_BIOMcombi_S9_kaiju.out
986;5
988;1
989;24
990;209
991;4
995;2
996;91
998;6
999;4
1002;1
1003;7
1004;6
1008;5
1010;7
1014;29
1015;58
1016;22
1017;1
1018;7
1019;4
1021;1
1022;3
1027;2
1028;1
1030;68
1031;30
1032;10
1034;80
1035;18
1041;5
1042;2
1046;8
1048;3
1049;6
1050;3
1051;1
1053;1
1054;28
1056;6
1057;5
1058;8
1060;196
1061;178
1063;234
1064;18
1066;39
1067;29
1068;12
1069;5
1071;4
1073;5
1074;32
1075;54
1076;17
1079;13
1082;5
1083;5
1084;9
1085;1
1086;6
1088;1
1094;3
1095;6
1096;2
1101;1
1117;47
1118;1
1122;1
1125;9
1126;13
1150;30
1151;10
1153;3
1158;3
1160;5
1161;10
1162;2
1163;3
1175;1
1177;6
1179;3
1218;3
1219;10
1223;2
1224;4472
1227;7
1229;5
1231;55
1233;27
1234;60
1236;1900
1238;4
1239;3132
1243;69
1244;11
1245;20
1246;30
1247;8
1249;6
1251;6
1252;4
1253;2
1254;6
1255;10
1257;9
1258;2
1260;9
1261;11
1263;1225
1264;80
1265;86
1267;2
1268;61
1269;69
1270;160
1273;16
1274;108
1279;225
1280;1256
1281;1
1282;16
1283;44
1284;1
1285;1
1286;5
1288;9
1290;22
1292;4
1293;3
1296;70
1297;1
1298;18
1300;18
1301;2078
1302;4
1303;2
1304;27
1305;10
1306;1
1307;4420
1308;55
1309;15
1311;745
1313;1098
1314;133
1318;6
1322;9
1323;36
1326;54
1328;55
1329;8
1334;700
1335;15
1336;56
1337;59
1338;15
1340;21
1345;1
1346;458
1348;147
1349;1095
1350;439
1351;244
1352;81
1353;103
1354;51
1355;2
1357;304
1358;197
1359;29
1360;6
1363;44
1364;93
1366;302
1372;4
1373;3
1375;26
1376;17
1377;38
1378;6
1380;2
1381;3
1383;1
1385;192
1386;301
1390;8
1391;16
1392;5
1393;14
1396;140
1397;24
1398;10
1399;13
1401;4
1402;80
1404;60
1405;156
1406;43
1408;69
1413;1
1418;1
1421;32
1422;18
1423;50
1426;8
1428;62
1430;1
1450;15
1451;9
1452;28
1454;2
1455;14
1456;3
1458;3
1459;2
1462;2
1464;14
1465;44
1467;8
1471;7
1472;9
1473;6
1476;5
1478;3
1482;12
1485;480
1488;8
1490;63
1491;306
1492;54
1493;16
1494;18
1495;3
1496;103
1497;17
1498;4
1499;12
1501;15
1502;129
1503;8
1504;3
1505;52
1506;18
1507;1
1509;47
1510;6
1511;207
1512;40
1513;15
1515;3
1516;1
1517;1
1519;32
1520;117
1521;16
1522;46
1525;3
1526;2
1527;47
1528;204
1529;28
1530;4
1531;31
1532;4
1533;2
1534;33
1535;43
1537;6
1538;1
1540;14
1541;15
1542;3
1544;3
1547;55
1548;5
1551;3
1556;20
1557;9
1559;20
1561;5
1563;4
1564;27
1569;7
1570;2
1573;6
1575;60
1578;25
1579;2
1580;20
1581;10
1582;20
1583;11
1584;234
1585;1
1587;7
1588;3
1589;9
1590;121
1591;18
1596;3
1597;279
1598;67
1599;22
1601;9
1604;4
1605;2
1607;2
1610;277
1613;60
1614;1
1616;2
1618;7
1622;10
1623;8
1624;33
1625;6
1626;2
1629;143
1630;2
1632;3
1637;168
1638;1
1639;143
1640;8
1642;9
1643;1
1646;1
1647;2
1649;4
1650;2
1652;2
1654;17
1657;17
1661;6
1663;9
1664;5
1670;5
1673;1
1676;3
1678;86
1679;2
1680;36
1681;11
1684;4
1685;7
1686;1
1688;1
1689;5
1690;1
1691;1
1692;2
1693;3
1694;21
1696;43
1703;7
1705;1
1707;11
1708;1
1710;80
1712;1
1714;12
1716;167
1717;52
1718;7
1721;1
1724;3
1725;17
1727;1
1730;80
1731;15
1732;7
1735;2
1736;65
1737;2
1744;125
1747;59
1748;38
1749;23
1750;7
1751;1
1753;6
1754;1
1760;603
1762;45
1763;35
1764;21
1766;133
1767;22
1768;10
1769;1
1771;6
1772;13
1773;35
1774;32
1775;1
1778;15
1780;27
1781;12
1783;1
1784;1
1785;10
1786;3
1789;5
1790;4
1792;1
1795;2
1807;2
1813;29
1816;1
1817;79
1822;3
1823;20
1827;1355
1828;4720
1829;25
1830;25
1831;1
1833;260
1835;1
1836;1
1839;34
1841;4
1843;15
1844;7
1847;20
1848;12
1849;6
1854;23
1860;1
1863;1
1865;5
1866;4
1867;14
1869;3
1873;37
1874;8
1881;1
1883;183
1886;7
1888;1
1894;4
1898;3
1903;3
1905;1
1910;3
1912;9
1914;3
1919;2
1920;3
1921;2
1926;2
1927;5
1928;1
1930;6
1935;1
1938;4
1945;2
1946;1
1960;2
1961;1
1971;1
1988;4
1990;1
1991;3
1992;11
1993;7
2001;5
2004;4
2005;2
2006;5
2012;1
2013;6
2014;1
2019;1
2021;4
2023;3
2024;1
2026;10
2030;1
2033;23
2034;19
2035;27
2040;4
2044;2
2045;249
2047;1
2049;27
2050;1
2051;2
2052;13
2053;30
2054;3
2055;2
2057;3
2060;13
2061;88
2062;17
2063;3
2064;1
2065;1
2070;19
2074;6
2077;2
2092;1
2093;5
2095;4
2098;1
2102;3
2104;1
2114;1
2124;1
2138;1
2148;1
2149;2
2150;1
2157;18
2158;1
2160;3
2162;1
2172;12
2173;1
2175;1
2177;5
2191;11
2192;6
2193;1
2197;3
2202;2
2203;1
2205;1
2206;3
2207;18
2208;7
2209;28
2210;1
2214;13
2220;12
2222;33
2223;140
2224;1
2225;2
2235;1
2251;1
2289;14
2290;5
2291;4
2292;5
2293;56
2296;2
2298;5
2301;1
2315;1
2322;4
2330;3
2331;5
2350;12
2352;1
2355;7
2358;2
2360;1
2371;51
2374;13
2375;15
2377;6
2378;36
2382;2
2420;1
2422;1
2426;2
2433;2
2434;1
2698;14
2701;3
2702;4
2717;6
2736;10
2737;8
2738;210
2739;24
2741;7
2742;42
2743;33
2745;92
2746;10
2747;12
2748;25
2749;1
2750;7
2751;403
2754;41
2756;10
2757;4
2759;2
2864;1
2949;2
2951;12
3039;3
3042;2
3052;1
3068;1
4756;1
4762;4
4777;1
4781;1
4783;2
4787;1
4790;1
4792;13
4795;1
4842;1
4874;1
4924;1
4926;1
4930;1
4955;1
5007;1
5027;1
5052;6
5234;1
5321;1
5417;1
5454;8
5693;1
5758;27
5759;26
5801;1
5802;2
5855;3
5974;1
6029;1
10239;32825
10288;5
10524;2
10632;3
10663;62
10665;3
10683;1
10699;9
10704;34
10752;2
10780;262
10794;1
10799;1
10803;102
10804;3
10808;1
10841;914
10847;4
10849;6
10855;1
10860;226
10863;1
10872;4
12333;256
12348;2
12429;51
12440;11
12916;1467
12917;592
12960;9
12968;1
13075;1
13076;24
13134;12
13160;120
13243;81
13276;5
13656;13
13687;70
13688;2
13689;7
13690;1993
13724;1
13725;23
27322;1
28025;5
28026;9
28028;5
28031;8
28033;6
28034;3
28037;43
28038;31
28049;1
28051;18
28052;2
28056;18
28064;1
28065;5
28066;193
28067;3
28068;20
28072;3
28073;1
28077;4
28080;1
28085;2
28087;13
28090;470
28091;4
28092;25
28094;2
28095;228
28097;1
28099;17
28100;2
28101;6
28104;6
28105;82
28108;2
28109;10
28110;4
28111;37
28112;56
28113;145
28114;8
28115;1
28116;177
28117;77
28118;77
28119;11
28123;1
28124;1
28125;124
28126;2
28127;23
28128;9
28129;29
28130;18
28131;35
28132;31
28133;1
28134;4
28135;1
28136;1
28137;4
28141;39
28151;11
28152;28
28156;18
28159;1
28161;2
28171;2
28173;4
28176;1
28183;2
28184;9
28187;2
28188;2
28189;18
28194;3
28196;27
28197;1146
28198;3361
28199;1
28200;28
28201;3
28209;9
28210;6
28211;1330
28213;6
28214;22
28216;808
28220;13
28221;187
28222;16
28223;33
28224;2
28227;1
28228;3
28229;2
28230;4
28231;3
28232;1
28236;14
28237;1
28240;2
28251;26
28252;1
28253;13
28256;13
28258;6
28263;2
28264;1
28320;1
28446;25
28447;16
28449;2
28450;149
28453;102
28454;10
28885;1
28890;12
28894;1
28895;1
28901;381
28903;1
28907;8
28983;1
28985;1
29290;3
29291;1
29298;1
29299;1
29313;2
29316;4
29317;2
29321;1
29322;1
29330;3
29331;2
29332;5
29341;14
29343;7
29344;2
29345;24
29347;35
29348;2
29349;2
29354;8
29355;14
29358;6
29359;3
29360;12
29361;1
29362;53
29363;37
29364;4
29365;7
29367;16
29369;4
29370;33
29372;2
29373;1
29378;21
29382;1
29385;76
29388;1
29389;118
29394;12
29396;2
29397;1
29405;3
29408;22
29409;11
29419;2
29421;1
29427;11
29430;406
29432;9
29433;54
29435;12
29438;9
29442;6
29443;13
29447;113
29448;66
29450;26
29465;53
29466;4
29483;9
29484;24
29485;3
29486;8
29487;16
29488;2
29489;34
29491;9
29494;8
29495;3
29497;10
29498;5
29503;44
29507;1
29510;3
29511;2
29521;12
29522;4
29524;3
29528;9
29530;1
29533;8
29536;28
29541;6
29542;8
29543;97
29544;19
29545;258
29546;3
29547;15
29549;1
29553;3
29559;3
29561;2
29562;1
29563;4
29570;10
29574;2
29580;39
29581;165
29856;1
29920;1
31271;2
31537;1
31872;2
31953;37
31957;14
31958;4
31971;2
31973;9
31977;4
31979;122
31983;1
31988;11
31989;975
31993;10
31998;15
32002;23
32003;13
32008;488
32011;2
32012;7
32013;14
32014;5
32016;2
32033;162
32036;3
32040;27
32061;1
32066;26
32067;15
32068;22
32207;6
32257;5
32597;2
33010;7
33011;20
33012;4
33018;2
33024;8
33025;39
33029;4
33030;2
33031;1
33032;1
33033;2
33034;2
33035;59
33036;2
33037;1
33038;68
33039;29
33042;8
33043;9
33044;2
33047;1
33049;24
33050;26
33051;3
33052;8
33053;25
33057;232
33059;22
33060;18
33069;79
33070;1
33071;1
33074;3
33075;3
33154;1
33178;1
33807;25
33809;10
33811;20
33865;2
33877;1
33881;4
33882;235
33883;11
33884;2
33885;90
33888;2
33889;63
33895;1
33900;1
33905;1
33910;1
33918;8
33919;2
33924;1
33926;7
33932;5
33934;9
33935;3
33936;15
33940;2
33941;5
33942;2
33945;25
33946;2
33951;236
33952;11
33953;3
33954;23
33958;183
33959;3
33960;1
33964;60
33965;1
33968;7
33970;2
33978;1
33984;3
33986;19
33990;1
33993;1
33994;3
33995;3
33996;3
33998;5
34002;75
34003;949
34004;168
34006;58
34007;65
34008;55
34010;3
34011;2
34012;1
34015;5
34017;6
34018;8
34021;2
34027;9
34029;15
34031;25
34032;101
34034;37
34037;11
34038;2
34058;20
34059;33
34060;27
34061;29
34062;701
34064;3
34072;88
34073;391
34078;2
34084;5
34085;162
34086;5
34087;2
34097;4
34098;2
34101;2
34102;4
34103;11
34104;6
34105;39
35554;13
35619;4
35621;4
35623;1
35677;1
35688;2
35700;2
35701;3
35703;5
35753;3
35760;2
35762;9
35763;4
35765;1
35787;1
35797;10
35798;5
35799;6
35800;1
35804;1
35805;6
35806;81
35811;211
35813;1
35818;10
35823;3
35825;15
35829;1
35830;5
35832;75
35833;79
35835;1
35836;1
35839;2
35841;5
36330;1
36630;1
36739;5
36740;3
36745;9
36746;40
36751;2
36753;1
36805;2
36806;2
36807;2
36808;6
36809;293
36813;1
36814;1
36818;6
36819;3
36820;2
36821;2
36822;34
36823;6
36832;1
36834;7
36835;10
36839;17
36841;18
36842;6
36844;5
36845;11
36847;38
36849;19
36853;19
36854;3
36861;46
36862;2
36863;10
36873;16
36874;6
37326;7
37327;5
37329;60
37330;9
37331;1
37332;3
37333;28
37448;48
37452;280
37467;1
37482;2
37487;3
37637;2
37658;9
37659;47
37734;151
37752;1
37914;23
37915;1
37919;266
37921;60
37923;1
37925;11
37929;2
37930;2
37931;13
38018;13993
38023;1
38027;3
38289;4
38290;3
38293;25
38307;20
38311;4
38312;14
38313;22
38323;5
38402;1
38501;1
38815;4
38875;20
39029;92
39060;2
39122;9
39152;2
39478;2
39480;20
39482;62
39483;3
39484;10
39485;4
39486;13
39487;2
39488;17
39489;3
39490;78
39491;35
39492;50
39493;10
39495;3
39496;8
39497;1
39645;13
39650;17
39664;1
39687;30
39691;4
39693;3
39695;1
39717;2
39724;4
39766;10
39769;25
39773;3
39774;46
39775;8
39777;4
39778;2
39779;7
39791;6
39844;1
39948;168
39956;1
39962;1
40091;9
40117;2
40119;2
40120;5
40122;1
40137;6
40214;3727
40215;1426
40216;224
40274;16
40323;285
40324;459
40373;20
40414;2
40477;3
40516;4
40518;65
40519;164
40520;72
40542;4
40544;18
40545;15
40567;3
40575;8
40576;19
40578;2
40681;4
40754;2
40841;8
40983;1
40989;1
41045;1
41202;14
41273;14
41275;152
41276;67
41292;5
41294;17
41295;6
41297;125
41880;1
41899;17
41950;20
41976;2
41977;323
41978;7
41988;8
41997;37
42054;4
42094;2
42190;5
42197;1
42234;1
42238;1
42252;5
42253;1
42256;1
42322;4
42353;33
42354;102
42422;2
42443;1
42565;1
42858;1
42906;37
43057;8
43064;387
43131;11
43143;3
43263;530
43265;2
43304;22
43305;41
43306;15
43357;1
43595;3
43617;23
43654;4
43657;11
43667;1
43668;17
43669;1
43671;18
43673;5
43674;26
43676;2
43678;17
43680;1
43765;17
43767;418
43768;4
43769;9
43770;29
43771;8
43772;4
43773;2
43775;10
43947;44
43948;131
43992;48
43995;3
43997;2
44000;5
44008;214
44009;102
44011;2
44012;4
44013;14
44060;1
44061;1
44249;242
44250;11
44251;1
44252;15
44256;6
44258;4
44260;1
44442;1
44448;1
44574;5
44575;35
44576;5
44577;96
44671;3
44674;69
44675;1
44737;3
44742;33
44749;18
44752;42
44753;2
44823;1
44824;1
44933;1
44935;105
45056;1
45075;2
45243;9
45254;76
45354;1
45362;4
45398;1
45401;1
45404;1
45405;2
45462;18
45465;35
45497;4
45610;8
45634;17
45655;3
45656;5
45657;13
45663;2
45667;2
45668;5
45669;1
45670;36
45677;23
45764;1
45851;1
45979;3
46126;8
46127;4
46159;1
46161;1
46164;13
46177;4
46180;8
46188;11
46205;2
46206;2
46223;2
46224;39
46228;11
46254;1
46255;10
46256;4
46351;3
46355;4
46356;3
46429;1
46433;2
46469;6
46503;69
46506;407
46609;2
46610;38
46634;1
46654;1
46677;9
46678;1
46680;141
46867;4
46913;17
46914;4
47054;5
47055;1
47157;10
47158;3
47229;9
47251;4
47253;1
47254;5
47281;2
47312;96
47420;21
47421;5
47479;6
47482;4
47492;12
47493;1
47500;23
47660;2
47670;3
47678;48
47679;38
47715;46
47716;7
47735;1
47760;1
47763;2
47770;13
47790;2
47845;29
47848;8
47850;11
47853;9
47858;11
47866;22
47874;1
47875;1
47877;8
47879;22
47880;18
47883;5
47885;13
47886;20
47917;78
47920;319
47928;14
47951;6
47989;12
48001;6
48003;1
48073;4
48075;3
48076;15
48256;3
48292;7
48296;125
48463;11
48464;12
48465;9
48466;24
48467;22
48568;1
48586;1
48589;1
48729;1
48736;187
48935;15
48936;1
49181;53
49186;9
49278;4
49279;7
49283;2
49338;29
49447;3
49546;386
49893;1
49894;2
49928;75
49964;2
50259;120
50338;4
50340;29
50421;97
50715;3
50717;1
50719;3
50728;5
50960;25
51101;11
51161;3
51173;5
51195;3
51197;12
51201;5
51229;1
51288;4
51316;8
51352;1
51515;37
51616;3
51642;3
51663;3
51664;5
51665;40
51668;19
51669;24
51671;7
52004;7
52018;9
52021;10
52022;7
52023;4
52133;179
52225;60
52226;163
52227;1
52229;5
52441;17
52442;4
52560;8
52561;3
52584;7
52603;3
52689;27
52691;38
52692;106
52693;17
52694;530
52695;1
52696;2
52697;4
52704;1
52768;1
52770;1
52771;5
52959;1
52972;4
53245;2
53246;43
53249;3
53254;11
53317;2
53329;13
53332;111
53335;52
53341;2
53342;5
53343;2
53344;12
53345;9
53346;28
53357;1
53359;2
53362;1
53365;4
53372;5
53387;1
53399;41
53406;130
53408;89
53412;10
53413;2
53417;4
53419;2
53422;3
53424;2
53428;4
53429;25
53431;1
53432;5
53433;1
53434;2
53441;5
53442;32
53444;17
53446;4
53457;2
53461;2
53462;9
53463;14
53483;3
53501;4
53707;1
53945;1
53972;1
53985;42
54005;6
54006;1
54007;1
54010;12
54061;7
54066;2
54067;47
54120;6
54121;2
54261;4
54291;25
54294;3
54304;4
54306;2
54311;3
54393;3
54398;2
54526;2
54571;3
54910;5
54913;2
54914;2
54915;9
55079;4
55080;25
55085;5
55193;2
55197;90
55206;3
55207;4
55209;2
55211;5
55212;1
55218;3
55404;7
55504;41
55507;7
55518;7
55565;1
55583;6
55601;10
55758;1
55779;2
55968;23
55969;4
56112;6
56192;4
56193;27
56361;2
56426;1
56448;57
56449;1
56450;1
56453;5
56454;6
56456;12
56457;1
56463;2
56464;14
56688;1
56689;22
56698;9
56730;1
56804;13
56811;13
56878;2
56956;1
56999;10
57001;147
57028;2
57029;5
57031;1
57037;1
57040;4
57043;30
57171;2
57320;8
57477;1
57479;5
57480;8
57489;3
57493;23
57494;1
57495;7
57497;1
57609;11
57664;31
57665;37
57666;1
57676;2
57704;15
57706;22
57723;13
57732;29
57739;19
57911;5
57975;24
58050;1
58051;1
58109;1
58110;5
58113;1
58116;2
58119;1
58123;2
58133;1
58137;4
58138;13
58169;2
58180;10
58231;1
58291;1
58314;2
58343;4
58347;1
58352;4
58621;10
58712;2
58840;19
59196;2
59201;5
59205;1
59288;23
59310;109
59405;803
59406;27
59610;7
59619;3
59620;114
59732;436
59733;25
59734;5
59738;1
59739;4
59753;5
59779;222
59799;4
59803;1
59814;2
59823;1
59839;1
59841;1
59843;2
59845;4
59893;3
60036;11
60133;14
60136;643
60137;3
60216;4
60442;8
60450;1
60454;1
60458;1
60489;3
60519;1
60520;20
60547;6
60548;2
60549;9
60550;11
60552;54
60706;4
60890;21
60893;1
60919;23
60922;18
61013;3
61015;1
61016;8
61150;1
61170;7
61171;7
61414;2
61421;1
61432;10
61435;21
61495;1
61595;5
61597;5
61598;8
61635;1
61644;12
61645;49
61646;19
61647;5
61648;8
61651;6
61652;6
61653;2
61858;1
62069;1
62101;2
62140;9
62322;24
62609;1
62672;1
62680;2
63186;1
63214;1
63560;49
63561;8
63612;2
63740;1
63745;20
64002;2
64104;8
64159;1
64178;2
64323;2
64495;7
64508;1
64522;16
64642;8
64702;1
64968;1
64969;60
64970;6
64972;8
64973;2
64976;1
64977;1
65047;9
65048;8
65058;2
65403;2
65499;2
65505;2
65515;1
65551;5
65553;9
65555;1
65655;1
65656;48
65657;2
65700;12
65735;33
65741;21
65786;20
65842;1
65958;4
65959;1
66219;16
66228;6
66269;7
66271;1
66347;2
66370;3
66424;1
66711;1
66821;45
66831;2
66849;3
66851;1
66863;8
66873;5
66875;1
66887;1
66896;3
66900;3
67258;2
67267;1
67293;2
67294;1
67297;2
67313;13
67314;1
67331;1
67332;1
67344;1
67348;2
67351;2
67356;2
67365;1
67380;1
67384;5
67386;1
67572;1
67573;1
67575;2
67576;2
67757;20
67780;14
67819;2
67827;3
67855;3
68170;1
68172;5
68185;1
68186;1
68200;1
68204;1
68213;4
68214;3
68221;1
68239;3
68242;6
68268;1
68270;5
68277;2
68280;7
68285;9
68287;165
68288;1
68292;3
68295;2
68334;1
68335;1
68336;33
68525;25
68892;2
68895;224
68898;15
68910;1
69208;3
69218;2
69220;4
69222;1
69224;1
69277;37
69278;2
69279;13
69284;1
69322;6
69328;1
69360;2
69362;78
69368;3
69370;13
69392;1
69395;2
69541;11
69578;11
69657;1
69664;20
69710;5
69823;2
69824;3
69825;7
69895;6
69896;1
69960;1
69962;4
69964;14
69965;14
69966;29
69968;2
69974;11
70125;59
70346;65
70347;2
70348;20
70584;4
70586;5
70774;2
70775;2
70799;2
70803;1
70856;41
70863;27
70993;1
70995;1
70996;1
70997;5
70998;1
71151;1
71191;1
71235;3
71388;1
71433;14
71451;8
71452;7
71518;1
71655;4
71656;2
71657;1
71667;1
71999;2
72000;144
72022;5
72026;2
72226;6
72273;1
72274;102
72275;4
72276;3
72304;14
72361;2
72407;2
72556;13
72557;26
72763;11
72764;21
73010;14
73029;10
73030;17
73044;3
73098;3
73141;13
73778;8
73780;18
73868;6
73913;1
73919;1
74030;9
74031;2
74033;13
74109;3
74201;37
74243;10
74311;4
74312;2
74313;4
74314;1
74315;4
74316;16
74317;2
74318;3
74329;11
74348;3
74349;2
74385;7
74426;13
74581;1
74701;4
74706;16
74829;27
74968;1
75105;25
75289;1
75291;1
75309;5
75310;11
75385;24
75612;1
75654;15
75682;137
75687;3
75697;8
75787;20
75796;4
75922;3
75984;15
75985;5
76008;3
76009;16
76112;36
76113;37
76114;4
76115;8
76116;1
76122;1
76258;1
76259;67
76489;3
76517;1
76595;1
76634;1
76635;3
76636;5
76637;1
76726;3
76731;13
76747;3
76758;2
76759;23
76760;2
76761;39
76775;1
76831;7
76832;9
76860;1
76862;17
76884;4
76890;14
76891;1
76892;19
76947;1
76978;4
77007;1
77008;2
77022;4
77095;21
77097;1
77098;9
77133;1848
77152;1
77298;1
77519;3
77635;1
77675;2
77768;2
77777;4
77856;1
77917;4
78057;3
78120;50
78229;58
78245;15
78327;11
78342;5
78343;6
78345;2
78346;6
78350;5
78398;5
78410;1
78448;39
78527;4
78544;10
78580;1
78587;5
78898;15
79206;33
79209;1
79263;2
79264;9
79328;12
79329;5
79548;2
79604;2
79681;35
79879;1
79880;52
79881;1
79882;1
79883;24
79884;4
79912;1
80811;3
80812;1
80816;1
80840;1904
80841;139
80842;7
80854;1
80864;1270
80865;744
80866;575
80867;109
80868;113
80869;150
80870;1
80876;8
80878;1035
80879;3
80880;7
80881;190
80882;86
81028;6
81406;24
81408;3
81409;75
81412;25
81416;1
81424;57
81425;26
81462;1
81464;40
81467;4
81468;5
81475;17
81479;11
81569;26
81682;1
81852;58
81857;1
81895;2
81942;2
81947;19
81950;1
82115;192
82116;37
82203;2
82268;1
82348;3
82367;215
82373;7
82374;33
82376;23
82380;31
82541;165
82633;83
82654;2
82688;20
82800;4
82802;320
82803;920
82805;1
82806;3
82976;6
82977;5
82978;2
82979;68
82980;3
82981;5
82983;8
82985;37
82986;1
82987;1
82988;2
82990;1
82991;1
82995;2
82996;2
83219;6
83231;3
83262;6
83263;9
83264;43
83265;1525
83341;1
83373;1
83382;2
83401;6
83404;1
83406;3
83449;2
83451;7
83453;1
83455;3
83456;3
83461;40
83462;8
83494;13
83541;1
83551;1
83552;7
83555;1
83559;1
83564;12
83612;1
83614;3
83617;13
83618;56
83637;4
83654;5
83655;50
83661;5
83676;3
83681;1
83763;1
83765;18
83766;23
83767;69
83771;4
83784;5
83889;32
83984;2
83986;10
84022;4
84024;7
84025;13
84029;2
84030;25
84031;3
84032;6
84034;26
84035;20
84086;24
84107;1
84110;1
84111;2
84112;10
84136;10
84139;94
84159;7
84372;106
84374;2
84378;2
84379;1
84404;1
84405;1
84406;9
84407;5
84480;3
84521;1
84531;33
84565;13
84566;16
84567;23
84590;4
84595;5
84642;24
84698;6
84962;6
84980;49
84998;6
84999;4
85006;103
85007;196
85009;7
85012;8
85015;76
85016;1
85017;1
85018;1
85021;11
85023;94
85025;131
85030;4
85034;1
85043;3
85072;2
85076;3
85085;3
85108;1
85325;8
85336;42
85402;7
85404;6
85413;23
85618;1
85643;7
85683;8
85688;7
85698;209
85701;3
85708;1
85831;29
85874;1
86102;5
86170;2
86174;135
86175;16
86180;52
86182;124
86183;27
86184;46
86185;26
86187;1
86189;3
86192;1
86193;6
86304;2
86331;4
86332;2
86473;5
86661;140
86663;1
86664;8
86665;8
86666;1
86668;9
86671;1
86796;8
86840;2
86956;7
86959;6
87172;5
87458;7
87461;1
87541;4
87791;1
87882;148
87883;219
88058;4
88075;1
88132;73
88233;85
88274;11
88382;1
88410;1
88431;19
88688;7
89014;2
89051;1
89059;16
89061;2
89065;19
89066;15
89093;7
89152;6
89153;3
89374;1
89524;3
89584;1
89772;6
89957;2
89966;28
89968;5
90060;998
90239;28
90240;2
90241;12
90243;17
90244;2
90245;80
90370;3
90371;27
90426;36
90627;4
90728;2
90730;2
90731;58
90732;26
90964;49
90970;14
90975;1
91061;317
91347;581
91359;1
91360;11
